Valid date,Valid time,Time zone,Record sequence,Data type,Primary,Reporting area,State code,Parameter name,AQI value,AQI category,Forecast,Source
06/11/23,,EDT,3,F,Y,Seminole County,FL,OZONE,,Good,Florida Dept. of Environmental Protection,
06/07/23,,PDT,-1,Y,Y,Sequoia and Kings Canyon National Parks,CA,OZONE,36,Good,National Park Service,
06/08/23,14:00,PDT,0,O,Y,Sequoia and Kings Canyon National Parks,CA,OZONE,42,Good,National Park Service,
06/08/23,,PDT,0,F,Y,Sequoia and Kings Canyon National Parks,CA,OZONE,43,Good,National Park Service,
06/09/23,,PDT,1,F,Y,Sequoia and Kings Canyon National Parks,CA,OZONE,47,Good,National Park Service,
06/07/23,,PDT,-1,Y,Y,Shady Cove,OR,PM2.5,16,Good,Oregon Dept. of Environmental Quality,
06/08/23,14:00,PDT,0,O,Y,Shady Cove,OR,PM2.5,15,Good,Oregon Dept. of Environmental Quality,
06/07/23,,PDT,-1,Y,Y,Shelton,WA,PM2.5,28,Good,Olympic Region Clean Air Agency,
06/08/23,14:00,PDT,0,O,Y,Shelton,WA,PM2.5,23,Good,Olympic Region Clean Air Agency,
06/08/23,,PDT,1,F,Y,Shelton,WA,PM2.5,13,Good,Olympic Region Clean Air Agency,
06/09/23,,PDT,2,F,Y,Shelton,WA,PM2.5,13,Good,Olympic Region Clean Air Agency,
06/10/23,,PDT,3,F,Y,Shelton,WA,PM2.5,13,Good,Olympic Region Clean Air Agency,
06/11/23,,PDT,4,F,Y,Shelton,WA,PM2.5,13,Good,Olympic Region Clean Air Agency,
06/12/23,,PDT,5,F,Y,Shelton,WA,PM2.5,13,Good,Olympic Region Clean Air Agency,
06/07/23,,EDT,-1,Y,Y,Shenandoah National Park,VA,PM2.5,81,Moderate,National Park Service,
06/08/23,17:00,EDT,0,O,Y,Shenandoah National Park,VA,PM2.5,124,Unhealthy for Sensitive Groups,National Park Service,
06/08/23,,CST,-1,Y,Y,Shenyang,,PM2.5,69,Moderate,U.S. Department of State China - Shenyang,
06/09/23,5:00,CST,0,O,Y,Shenyang,,PM2.5,72,Moderate,U.S. Department of State China - Shenyang,
06/07/23,,MDT,-1,Y,Y,Sheridan,WY,OZONE,42,Good,Wyoming Department of Environmental Quality,
06/08/23,15:00,MDT,0,O,Y,Sheridan,WY,OZONE,64,Moderate,Wyoming Department of Environmental Quality,
06/07/23,,CDT,-1,Y,Y,Shreveport,LA,OZONE,67,Moderate,Louisiana Department of Environmental Quality,
06/08/23,16:00,CDT,0,O,Y,Shreveport,LA,OZONE,80,Moderate,Louisiana Department of Environmental Quality,
06/08/23,,CDT,0,F,Y,Shreveport,LA,OZONE,97,Moderate,Louisiana Department of Environmental Quality,
06/09/23,,CDT,1,F,Y,Shreveport,LA,OZONE,93,Moderate,Louisiana Department of Environmental Quality,
06/10/23,,CDT,2,F,Y,Shreveport,LA,OZONE,77,Moderate,Louisiana Department of Environmental Quality,
06/07/23,,MDT,-1,Y,Y,Sidney,MT,OZONE,87,Moderate,Montana DEQ,
06/08/23,15:00,MDT,0,O,Y,Sidney,MT,OZONE,80,Moderate,Montana DEQ,
06/07/23,,PDT,-1,Y,Y,Simi Valley,CA,OZONE,37,Good,Ventura County APCD,
06/08/23,14:00,PDT,0,O,Y,Simi Valley,CA,OZONE,43,Good,Ventura County APCD,
06/08/23,,PDT,1,F,Y,Simi Valley,CA,PM2.5,38,Good,Ventura County APCD,
06/09/23,,PDT,2,F,Y,Simi Valley,CA,OZONE,39,Good,Ventura County APCD,
06/10/23,,PDT,3,F,Y,Simi Valley,CA,OZONE,35,Good,Ventura County APCD,
06/11/23,,PDT,4,F,Y,Simi Valley,CA,OZONE,39,Good,Ventura County APCD,
06/12/23,,PDT,5,F,Y,Simi Valley,CA,OZONE,40,Good,Ventura County APCD,
06/07/23,,CDT,-1,Y,Y,Sioux Falls,SD,OZONE,126,Unhealthy for Sensitive Groups,South Dakota Department of Agriculture and Natural Resources,
06/08/23,16:00,CDT,0,O,Y,Sioux Falls,SD,OZONE,108,Unhealthy for Sensitive Groups,South Dakota Department of Agriculture and Natural Resources,
06/07/23,,PDT,-1,Y,Y,Sisters,OR,PM2.5,21,Good,Oregon Dept. of Environmental Quality,
06/08/23,14:00,PDT,0,O,Y,Sisters,OR,PM2.5,28,Good,Oregon Dept. of Environmental Quality,
06/07/23,,PDT,-1,Y,Y,Sloughhouse,CA,OZONE,39,Good,Sacramento Metro. AQMD,
06/08/23,14:00,PDT,0,O,Y,Sloughhouse,CA,OZONE,43,Good,Sacramento Metro. AQMD,
06/08/23,,PDT,0,F,Y,Sloughhouse,CA,OZONE,48,Good,Sacramento Metro. AQMD,
06/09/23,,PDT,1,F,Y,Sloughhouse,CA,OZONE,47,Good,Sacramento Metro. AQMD,
06/10/23,,PDT,2,F,Y,Sloughhouse,CA,OZONE,43,Good,Sacramento Metro. AQMD,
06/11/23,,PDT,3,F,Y,Sloughhouse,CA,OZONE,42,Good,Sacramento Metro. AQMD,
06/12/23,,PDT,4,F,Y,Sloughhouse,CA,OZONE,42,Good,Sacramento Metro. AQMD,
06/13/23,,PDT,5,F,Y,Sloughhouse,CA,OZONE,46,Good,Sacramento Metro. AQMD,
06/07/23,,MDT,-1,Y,Y,Soda Springs (seasonal),ID,PM2.5,21,Good,Idaho Department of Environmental Quality,
06/08/23,15:00,MDT,0,O,Y,Soda Springs (seasonal),ID,PM2.5,19,Good,Idaho Department of Environmental Quality,
06/07/23,,CDT,-1,Y,Y,South and West Suburbs (Chicago),IL,PM2.5,74,Moderate,Illinois EPA,
06/08/23,16:00,CDT,0,O,Y,South and West Suburbs (Chicago),IL,PM2.5,114,Unhealthy for Sensitive Groups,Illinois EPA,
06/08/23,,CDT,0,F,Y,South and West Suburbs (Chicago),IL,PM2.5,,Moderate,Illinois EPA,
06/09/23,,CDT,1,F,Y,South and West Suburbs (Chicago),IL,PM2.5,,Moderate,Illinois EPA,
06/10/23,,CDT,2,F,Y,South and West Suburbs (Chicago),IL,PM2.5,,Moderate,Illinois EPA,
06/11/23,,CDT,3,F,Y,South and West Suburbs (Chicago),IL,PM2.5,,Moderate,Illinois EPA,
06/07/23,,EDT,-1,Y,Y,South Bend,IN,PM2.5,87,Moderate,Indiana Dept. of Environmental Management 2,
06/08/23,17:00,EDT,0,O,Y,South Bend,IN,PM2.5,110,Unhealthy for Sensitive Groups,Indiana Dept. of Environmental Management 2,
06/08/23,,EDT,0,F,Y,South Bend,IN,PM2.5,,Unhealthy for Sensitive Groups,Indiana Dept. of Environmental Management 2,
06/09/23,,EDT,1,F,Y,South Bend,IN,PM2.5,,Unhealthy for Sensitive Groups,Indiana Dept. of Environmental Management 2,
06/07/23,,CDT,-1,Y,Y,South Central Minnesota,MN,OZONE,90,Moderate,Minnesota Pollution Control Agency,
06/08/23,16:00,CDT,0,O,Y,South Central Minnesota,MN,OZONE,51,Moderate,Minnesota Pollution Control Agency,
06/08/23,,CDT,1,F,Y,South Central Minnesota,MN,PM2.5,65,Moderate,Minnesota Pollution Control Agency,
06/09/23,,CDT,2,F,Y,South Central Minnesota,MN,OZONE,,Moderate,Minnesota Pollution Control Agency,
06/10/23,,CDT,3,F,Y,South Central Minnesota,MN,OZONE,,Moderate,Minnesota Pollution Control Agency,
06/07/23,,EDT,-1,Y,Y,South Coastal,NJ,PM2.5,187,Unhealthy,New Jersey Dept. of Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,South Coastal,NJ,PM2.5,181,Unhealthy,New Jersey Dept. of Environmental Protection,
06/08/23,,EDT,0,F,Y,South Coastal,NJ,PM2.5,165,Unhealthy,New Jersey Dept. of Environmental Protection,
06/09/23,,EDT,1,F,Y,South Coastal,NJ,PM2.5,150,Unhealthy for Sensitive Groups,New Jersey Dept. of Environmental Protection,
06/07/23,,PDT,-1,Y,Y,South Coastal LA,CA,OZONE,38,Good,South Coast AQMD,
06/08/23,14:00,PDT,0,O,Y,South Coastal LA,CA,OZONE,32,Good,South Coast AQMD,
06/08/23,,PDT,1,F,Y,South Coastal LA,CA,OZONE,38,Good,South Coast AQMD,
06/09/23,,PDT,1,F,Y,South Coastal LA,CA,OZONE,39,Good,South Coast AQMD,
06/07/23,,PDT,-1,Y,Y,South Lake Tahoe,CA,OZONE,71,Moderate,California Air Resources Board,
06/08/23,14:00,PDT,0,O,Y,South Lake Tahoe,CA,OZONE,71,Moderate,California Air Resources Board,
06/07/23,,EDT,-1,Y,Y,South Ridges,NC,OZONE,77,Moderate,North Carolina DEQ - Division of Air Quality,
06/08/23,17:00,EDT,0,O,Y,South Ridges,NC,OZONE,67,Moderate,North Carolina DEQ - Division of Air Quality,
06/08/23,,EDT,0,F,Y,South Ridges,NC,PM2.5,115,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,South Ridges,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,South Ridges,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,South Ridges,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/07/23,,EDT,-1,Y,Y,Southeast Burlington and Ocean Counties,NJ,PM2.5,239,Very Unhealthy,New Jersey Dept. of Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,Southeast Burlington and Ocean Counties,NJ,PM2.5,164,Unhealthy,New Jersey Dept. of Environmental Protection,
06/08/23,,EDT,0,F,Y,Southeast Burlington and Ocean Counties,NJ,PM2.5,165,Unhealthy,New Jersey Dept. of Environmental Protection,
06/09/23,,EDT,1,F,Y,Southeast Burlington and Ocean Counties,NJ,PM2.5,150,Unhealthy for Sensitive Groups,New Jersey Dept. of Environmental Protection,
06/07/23,,PDT,-1,Y,Y,Southeast LA CO,CA,OZONE,36,Good,South Coast AQMD,
06/08/23,14:00,PDT,0,O,Y,Southeast LA CO,CA,OZONE,35,Good,South Coast AQMD,
06/08/23,,PDT,1,F,Y,Southeast LA CO,CA,OZONE,39,Good,South Coast AQMD,
06/09/23,,PDT,1,F,Y,Southeast LA CO,CA,OZONE,41,Good,South Coast AQMD,
06/07/23,,EDT,-1,Y,Y,Southern Bay,NJ,OZONE,64,Moderate,New Jersey Dept. of Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,Southern Bay,NJ,PM2.5,166,Unhealthy,New Jersey Dept. of Environmental Protection,
06/08/23,,EDT,0,F,Y,Southern Bay,NJ,PM2.5,165,Unhealthy,New Jersey Dept. of Environmental Protection,
06/09/23,,EDT,1,F,Y,Southern Bay,NJ,PM2.5,150,Unhealthy for Sensitive Groups,New Jersey Dept. of Environmental Protection,
06/07/23,,EDT,-1,Y,Y,Southern Maryland,MD,OZONE,115,Unhealthy for Sensitive Groups,Maryland Department of the Environment,
06/08/23,17:00,EDT,0,O,Y,Southern Maryland,MD,OZONE,67,Moderate,Maryland Department of the Environment,
06/08/23,,EDT,1,F,Y,Southern Maryland,MD,PM2.5,132,Unhealthy for Sensitive Groups,Maryland Department of the Environment,
06/09/23,,EDT,1,F,Y,Southern Maryland,MD,PM2.5,102,Unhealthy for Sensitive Groups,Maryland Department of the Environment,
06/10/23,,EDT,2,F,Y,Southern Maryland,MD,OZONE,84,Moderate,Maryland Department of the Environment,
06/11/23,,EDT,3,F,Y,Southern Maryland,MD,OZONE,84,Moderate,Maryland Department of the Environment,
06/07/23,,CDT,-1,Y,Y,Southern Twin Cities Metro,MN,PM2.5,68,Moderate,Minnesota Pollution Control Agency,
06/08/23,16:00,CDT,0,O,Y,Southern Twin Cities Metro,MN,OZONE,67,Moderate,Minnesota Pollution Control Agency,
06/08/23,,CDT,1,F,Y,Southern Twin Cities Metro,MN,PM2.5,65,Moderate,Minnesota Pollution Control Agency,
06/09/23,,CDT,2,F,Y,Southern Twin Cities Metro,MN,OZONE,,Moderate,Minnesota Pollution Control Agency,
06/10/23,,CDT,3,F,Y,Southern Twin Cities Metro,MN,OZONE,,Moderate,Minnesota Pollution Control Agency,
06/07/23,,MDT,-1,Y,Y,Southern Ute Indian Reservation,CO,OZONE,45,Good,Southern Ute Tribe,
06/08/23,15:00,MDT,0,O,Y,Southern Ute Indian Reservation,CO,OZONE,77,Moderate,Southern Ute Tribe,
06/08/23,,MDT,0,F,Y,Southern Ute Indian Reservation,CO,OZONE,50,Good,Southern Ute Tribe,
06/09/23,,MDT,1,F,Y,Southern Ute Indian Reservation,CO,OZONE,61,Moderate,Southern Ute Tribe,
06/07/23,,EDT,-1,Y,Y,Southwest Coast,ME,OZONE,23,Good,Maine Dept. of Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,Southwest Coast,ME,OZONE,22,Good,Maine Dept. of Environmental Protection,
06/08/23,,EDT,0,F,Y,Southwest Coast,ME,PM2.5,,Moderate,Maine Dept. of Environmental Protection,
06/09/23,,EDT,1,F,Y,Southwest Coast,ME,OZONE,,Good,Maine Dept. of Environmental Protection,
06/10/23,,EDT,2,F,Y,Southwest Coast,ME,OZONE,,Good,Maine Dept. of Environmental Protection,
06/11/23,,EDT,3,F,Y,Southwest Coast,ME,OZONE,,Good,Maine Dept. of Environmental Protection,
06/12/23,,EDT,4,F,Y,Southwest Coast,ME,OZONE,,Good,Maine Dept. of Environmental Protection,
06/13/23,,EDT,5,F,Y,Southwest Coast,ME,OZONE,,Good,Maine Dept. of Environmental Protection,
06/07/23,,CDT,-1,Y,Y,Southwestern Minnesota,MN,OZONE,90,Moderate,Minnesota Pollution Control Agency,
06/08/23,16:00,CDT,0,O,Y,Southwestern Minnesota,MN,OZONE,51,Moderate,Minnesota Pollution Control Agency,
06/08/23,,CDT,1,F,Y,Southwestern Minnesota,MN,PM2.5,65,Moderate,Minnesota Pollution Control Agency,
06/09/23,,CDT,2,F,Y,Southwestern Minnesota,MN,OZONE,,Moderate,Minnesota Pollution Control Agency,
06/10/23,,CDT,3,F,Y,Southwestern Minnesota,MN,OZONE,,Moderate,Minnesota Pollution Control Agency,
06/07/23,,EDT,-1,Y,Y,Speedwell,TN,OZONE,45,Good,Tennessee Air Pollution Control Div.,
06/08/23,17:00,EDT,0,O,Y,Speedwell,TN,OZONE,50,Good,Tennessee Air Pollution Control Div.,
06/07/23,,PDT,-1,Y,Y,Spokane,WA,OZONE,64,Moderate,Spokane Regional Clean Air Agency,
06/08/23,14:00,PDT,0,O,Y,Spokane,WA,PM10,53,Moderate,Spokane Regional Clean Air Agency,
06/08/23,,PDT,0,F,Y,Spokane,WA,PM2.5,,Good,Spokane Regional Clean Air Agency,
06/09/23,,PDT,1,F,Y,Spokane,WA,PM2.5,,Good,Spokane Regional Clean Air Agency,
06/10/23,,PDT,2,F,Y,Spokane,WA,PM2.5,,Good,Spokane Regional Clean Air Agency,
06/11/23,,PDT,3,F,Y,Spokane,WA,PM2.5,,Good,Spokane Regional Clean Air Agency,
06/12/23,,PDT,4,F,Y,Spokane,WA,OZONE,,Moderate,Spokane Regional Clean Air Agency,
06/07/23,,PDT,-1,Y,Y,Spokane Tribe of Spokane Reservation,WA,PM2.5,13,Good,EPA Region 10,
06/08/23,14:00,PDT,0,O,Y,Spokane Tribe of Spokane Reservation,WA,PM2.5,21,Good,EPA Region 10,
06/07/23,,CDT,-1,Y,Y,Springdale (Springdale-Fayetteville-Bentonville),AR,OZONE,119,Unhealthy for Sensitive Groups,Arkansas Department of Environmental Quality,
06/08/23,16:00,CDT,0,O,Y,Springdale (Springdale-Fayetteville-Bentonville),AR,OZONE,105,Unhealthy for Sensitive Groups,Arkansas Department of Environmental Quality,
06/08/23,,CDT,0,F,Y,Springdale (Springdale-Fayetteville-Bentonville),AR,OZONE,90,Moderate,Arkansas Department of Environmental Quality,
06/09/23,,CDT,1,F,Y,Springdale (Springdale-Fayetteville-Bentonville),AR,OZONE,85,Moderate,Arkansas Department of Environmental Quality,
06/07/23,,CDT,-1,Y,Y,Springfield,IL,PM2.5,77,Moderate,Illinois EPA,
06/08/23,16:00,CDT,0,O,Y,Springfield,IL,PM2.5,61,Moderate,Illinois EPA,
06/08/23,,CDT,0,F,Y,Springfield,IL,PM2.5,,Moderate,Illinois EPA,
06/09/23,,CDT,1,F,Y,Springfield,IL,PM2.5,,Moderate,Illinois EPA,
06/10/23,,CDT,2,F,Y,Springfield,IL,PM2.5,,Moderate,Illinois EPA,
06/11/23,,CDT,3,F,Y,Springfield,IL,PM2.5,,Moderate,Illinois EPA,
06/07/23,,EDT,-1,Y,Y,Springfield,MA,PM2.5,152,Unhealthy,Massachusetts Dept. of Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,Springfield,MA,PM2.5,124,Unhealthy for Sensitive Groups,Massachusetts Dept. of Environmental Protection,
06/08/23,,EDT,0,F,Y,Springfield,MA,PM2.5,,Unhealthy for Sensitive Groups,Massachusetts Dept. of Environmental Protection,
06/09/23,,EDT,1,F,Y,Springfield,MA,PM2.5,,Moderate,Massachusetts Dept. of Environmental Protection,
06/07/23,,CDT,-1,Y,Y,Springfield,MO,OZONE,105,Unhealthy for Sensitive Groups,Springfield Air Quality Control,
06/08/23,16:00,CDT,0,O,Y,Springfield,MO,OZONE,49,Good,Springfield Air Quality Control,
06/07/23,,CDT,-1,Y,Y,St. Cloud Area,MN,PM2.5,53,Moderate,Minnesota Pollution Control Agency,
06/08/23,16:00,CDT,0,O,Y,St. Cloud Area,MN,OZONE,61,Moderate,Minnesota Pollution Control Agency,
06/08/23,,CDT,1,F,Y,St. Cloud Area,MN,PM2.5,65,Moderate,Minnesota Pollution Control Agency,
06/09/23,,CDT,2,F,Y,St. Cloud Area,MN,OZONE,,Moderate,Minnesota Pollution Control Agency,
06/10/23,,CDT,3,F,Y,St. Cloud Area,MN,OZONE,,Moderate,Minnesota Pollution Control Agency,
06/07/23,,CDT,-1,Y,Y,St. Joseph,MO,OZONE,93,Moderate,Missouri Department of Natural Resources,
06/08/23,16:00,CDT,0,O,Y,St. Joseph,MO,PM2.5,47,Good,Missouri Department of Natural Resources,
06/07/23,,CDT,-1,Y,Y,St. Louis (Metro-east),IL,PM2.5,90,Moderate,Illinois EPA,
06/08/23,16:00,CDT,0,O,Y,St. Louis (Metro-east),IL,PM2.5,63,Moderate,Illinois EPA,
06/08/23,,CDT,0,F,Y,St. Louis (Metro-east),IL,PM2.5,,Unhealthy for Sensitive Groups,Illinois EPA,
06/09/23,,CDT,1,F,Y,St. Louis (Metro-east),IL,PM2.5,,Unhealthy for Sensitive Groups,Illinois EPA,
06/10/23,,CDT,2,F,Y,St. Louis (Metro-east),IL,OZONE,,Unhealthy for Sensitive Groups,Illinois EPA,
06/11/23,,CDT,3,F,Y,St. Louis (Metro-east),IL,PM2.5,,Moderate,Illinois EPA,
06/07/23,,PDT,-1,Y,Y,St. Maries,ID,PM2.5,30,Good,Idaho Department of Environmental Quality,
06/08/23,14:00,PDT,0,O,Y,St. Maries,ID,PM2.5,24,Good,Idaho Department of Environmental Quality,
06/08/23,,PDT,0,F,Y,St. Maries,ID,PM2.5,18,Good,Idaho Department of Environmental Quality,
06/09/23,,PDT,1,F,Y,St. Maries,ID,PM2.5,15,Good,Idaho Department of Environmental Quality,
06/10/23,,PDT,2,F,Y,St. Maries,ID,PM2.5,13,Good,Idaho Department of Environmental Quality,
06/11/23,,PDT,3,F,Y,St. Maries,ID,PM2.5,13,Good,Idaho Department of Environmental Quality,
06/07/23,,EDT,-1,Y,Y,St. Petersburg,FL,OZONE,34,Good,Pinellas County,
06/08/23,17:00,EDT,0,O,Y,St. Petersburg,FL,OZONE,33,Good,Pinellas County,
06/08/23,,EDT,0,F,Y,St. Petersburg,FL,PM2.5,,Good,Pinellas County,
06/09/23,,EDT,1,F,Y,St. Petersburg,FL,PM2.5,,Good,Pinellas County,
06/10/23,,EDT,2,F,Y,St. Petersburg,FL,PM2.5,,Good,Pinellas County,
06/07/23,,EDT,-1,Y,Y,Stafford,CT,OZONE,35,Good,Connecticut Dept. of Energy and Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,Stafford,CT,OZONE,28,Good,Connecticut Dept. of Energy and Environmental Protection,
06/08/23,,EDT,0,F,Y,Stafford,CT,PM2.5,166,Unhealthy,Connecticut Dept. of Energy and Environmental Protection,
06/09/23,,EDT,1,F,Y,Stafford,CT,PM2.5,102,Unhealthy for Sensitive Groups,Connecticut Dept. of Energy and Environmental Protection,
06/07/23,,MST,-1,Y,Y,Stanfield,AZ,PM10,53,Moderate,Pinal County Air Quality Control District,
06/08/23,14:00,MST,0,O,Y,Stanfield,AZ,PM10,19,Good,Pinal County Air Quality Control District,
06/08/23,,MST,0,F,Y,Stanfield,AZ,OZONE,80,Moderate,Pinal County Air Quality Control District,
06/09/23,,MST,1,F,Y,Stanfield,AZ,OZONE,90,Moderate,Pinal County Air Quality Control District,
06/10/23,,MST,2,F,Y,Stanfield,AZ,PM10,60,Moderate,Pinal County Air Quality Control District,
06/11/23,,MST,3,F,Y,Stanfield,AZ,PM10,55,Moderate,Pinal County Air Quality Control District,
06/12/23,,MST,4,F,Y,Stanfield,AZ,OZONE,55,Moderate,Pinal County Air Quality Control District,
06/13/23,,MST,5,F,Y,Stanfield,AZ,OZONE,70,Moderate,Pinal County Air Quality Control District,
06/08/23,,EDT,0,F,Y,Stanly County,NC,PM2.5,115,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,Stanly County,NC,OZONE,90,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,Stanly County,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,Stanly County,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/07/23,,EDT,-1,Y,Y,State College,PA,PM2.5,187,Unhealthy,Pennsylvania Dept. of Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,State College,PA,PM2.5,94,Moderate,Pennsylvania Dept. of Environmental Protection,
06/08/23,,EDT,0,F,Y,State College,PA,PM2.5,160,Unhealthy,Pennsylvania Dept. of Environmental Protection,
06/09/23,,EDT,1,F,Y,State College,PA,PM2.5,105,Unhealthy for Sensitive Groups,Pennsylvania Dept. of Environmental Protection,
06/10/23,,EDT,2,F,Y,State College,PA,PM2.5,85,Moderate,Pennsylvania Dept. of Environmental Protection,
06/07/23,,PDT,-1,Y,Y,Stockton,CA,PM2.5,16,Good,San Joaquin Valley Unified APCD,
06/08/23,14:00,PDT,0,O,Y,Stockton,CA,PM2.5,13,Good,San Joaquin Valley Unified APCD,
06/08/23,,PDT,1,F,Y,Stockton,CA,OZONE,37,Good,San Joaquin Valley Unified APCD,
06/08/23,,EDT,0,F,Y,Strafford County - Rochester,NH,PM2.5,,Good,New Hampshire Dept. of Environmental Services,
06/09/23,,EDT,1,F,Y,Strafford County - Rochester,NH,PM2.5,,Good,New Hampshire Dept. of Environmental Services,
06/07/23,,EDT,-1,Y,Y,Stratford,CT,PM2.5,217,Very Unhealthy,Connecticut Dept. of Energy and Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,Stratford,CT,PM2.5,173,Unhealthy,Connecticut Dept. of Energy and Environmental Protection,
06/08/23,,EDT,0,F,Y,Stratford,CT,PM2.5,173,Unhealthy,Connecticut Dept. of Energy and Environmental Protection,
06/09/23,,EDT,1,F,Y,Stratford,CT,PM2.5,114,Unhealthy for Sensitive Groups,Connecticut Dept. of Energy and Environmental Protection,
06/07/23,,EDT,-1,Y,Y,Suburban DC,MD,PM2.5,157,Unhealthy,Maryland Department of the Environment,
06/08/23,17:00,EDT,0,O,Y,Suburban DC,MD,PM2.5,161,Unhealthy,Maryland Department of the Environment,
06/08/23,,EDT,1,F,Y,Suburban DC,MD,PM2.5,156,Unhealthy,Maryland Department of the Environment,
06/09/23,,EDT,1,F,Y,Suburban DC,MD,PM2.5,102,Unhealthy for Sensitive Groups,Maryland Department of the Environment,
06/10/23,,EDT,2,F,Y,Suburban DC,MD,OZONE,84,Moderate,Maryland Department of the Environment,
06/11/23,,EDT,3,F,Y,Suburban DC,MD,OZONE,93,Moderate,Maryland Department of the Environment,
06/07/23,,EDT,-1,Y,Y,Summerville,GA,OZONE,100,Moderate,Georgia Department of Natural Resources,
06/08/23,17:00,EDT,0,O,Y,Summerville,GA,OZONE,61,Moderate,Georgia Department of Natural Resources,
06/07/23,,MST,-1,Y,Y,Sun City and Surprise,AZ,OZONE,71,Moderate,Arizona Department of Environmental Quality,
06/08/23,14:00,MST,0,O,Y,Sun City and Surprise,AZ,OZONE,80,Moderate,Arizona Department of Environmental Quality,
06/07/23,,PDT,-1,Y,Y,Sunnyside,WA,PM2.5,29,Good,Washington Department of Ecology,
06/08/23,14:00,PDT,0,O,Y,Sunnyside,WA,PM2.5,58,Moderate,Washington Department of Ecology,
06/08/23,,EDT,0,F,Y,Surry County,NC,PM2.5,115,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,Surry County,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,Surry County,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,Surry County,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/07/23,,EDT,-1,Y,Y,Susquehanna Valley,PA,PM2.5,285,Very Unhealthy,Pennsylvania Dept. of Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,Susquehanna Valley,PA,PM2.5,176,Unhealthy,Pennsylvania Dept. of Environmental Protection,
06/08/23,,EDT,0,F,Y,Susquehanna Valley,PA,PM2.5,200,Unhealthy,Pennsylvania Dept. of Environmental Protection,
06/09/23,,EDT,1,F,Y,Susquehanna Valley,PA,PM2.5,125,Unhealthy for Sensitive Groups,Pennsylvania Dept. of Environmental Protection,
06/10/23,,EDT,2,F,Y,Susquehanna Valley,PA,PM2.5,100,Moderate,Pennsylvania Dept. of Environmental Protection,
06/07/23,,EDT,-1,Y,Y,Sussex County,DE,PM2.5,188,Unhealthy,Delaware Dept. of Natural Resources and Environment,
06/08/23,17:00,EDT,0,O,Y,Sussex County,DE,PM2.5,181,Unhealthy,Delaware Dept. of Natural Resources and Environment,
06/08/23,,EDT,0,F,Y,Sussex County,DE,PM2.5,205,Very Unhealthy,Delaware Dept. of Natural Resources and Environment,
06/09/23,,EDT,1,F,Y,Sussex County,DE,PM2.5,151,Unhealthy,Delaware Dept. of Natural Resources and Environment,
06/10/23,,EDT,2,F,Y,Sussex County,DE,PM2.5,110,Unhealthy for Sensitive Groups,Delaware Dept. of Natural Resources and Environment,
06/11/23,,EDT,3,F,Y,Sussex County,DE,OZONE,100,Moderate,Delaware Dept. of Natural Resources and Environment,
06/07/23,,PDT,-1,Y,Y,SW Coastal LA,CA,OZONE,38,Good,South Coast AQMD,
06/08/23,14:00,PDT,0,O,Y,SW Coastal LA,CA,OZONE,32,Good,South Coast AQMD,
06/08/23,,PDT,1,F,Y,SW Coastal LA,CA,OZONE,43,Good,South Coast AQMD,
06/09/23,,PDT,1,F,Y,SW Coastal LA,CA,OZONE,42,Good,South Coast AQMD,
06/07/23,,PDT,-1,Y,Y,SW San Bernardino,CA,OZONE,40,Good,South Coast AQMD,
06/08/23,14:00,PDT,0,O,Y,SW San Bernardino,CA,OZONE,41,Good,South Coast AQMD,
06/08/23,,PDT,1,F,Y,SW San Bernardino,CA,OZONE,46,Good,South Coast AQMD,
06/09/23,,PDT,1,F,Y,SW San Bernardino,CA,OZONE,45,Good,South Coast AQMD,
06/07/23,,EDT,-1,Y,Y,Swain County,NC,OZONE,77,Moderate,North Carolina DEQ - Division of Air Quality,
